Date,Hour,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,national_temperature_2m,national_apparent_temperature,national_relative_humidity_2m,national_precipitation,national_wind_speed_10m,national_rain,national_wind_direction_10m
02-04-2026,21,20:00 - 20:15,13795.80,9703.20,6649.40,6649.40,8499.47,24.6,27.33571,75.82075,0.0,7.8954163,0.0,46.8476
02-04-2026,21,20:15 - 20:30,13625.50,9794.00,6564.30,6564.30,7999.68,24.6,27.33571,75.82075,0.0,7.8954163,0.0,46.8476
02-04-2026,21,20:30 - 20:45,14219.00,9851.00,6955.50,6955.50,7999.80,24.6,27.33571,75.82075,0.0,7.8954163,0.0,46.8476
02-04-2026,21,20:45 - 21:00,14205.20,9751.20,6893.70,6893.70,7999.40,24.6,27.33571,75.82075,0.0,7.8954163,0.0,46.8476
02-04-2026,22,21:00 - 21:15,13922.00,9329.80,6509.90,6509.90,7999.24,23.7,26.66971,80.027794,0.0,6.297428,0.0,30.963696
02-04-2026,22,21:15 - 21:30,14270.80,9084.00,6715.70,6715.70,8499.52,23.7,26.66971,80.027794,0.0,6.297428,0.0,30.963696
02-04-2026,22,21:30 - 21:45,14297.90,8916.70,6757.70,6757.70,9371.19,23.7,26.66971,80.027794,0.0,6.297428,0.0,30.963696
02-04-2026,22,21:45 - 22:00,14101.50,8786.90,6571.70,6571.70,8871.42,23.7,26.66971,80.027794,0.0,6.297428,0.0,30.963696
02-04-2026,23,22:00 - 22:15,14704.60,8065.60,6024.20,6024.20,10000.00,23.05,25.853642,82.460106,0.0,6.924738,0.0,8.97255
02-04-2026,23,22:15 - 22:30,14788.50,7435.90,5447.19,5447.19,10000.00,23.05,25.853642,82.460106,0.0,6.924738,0.0,8.97255
02-04-2026,23,22:30 - 22:45,14793.80,7176.20,5187.50,5187.50,10000.00,23.05,25.853642,82.460106,0.0,6.924738,0.0,8.97255
02-04-2026,23,22:45 - 23:00,14882.30,7404.40,5468.40,5468.40,10000.00,23.05,25.853642,82.460106,0.0,6.924738,0.0,8.97255
02-04-2026,24,23:00 - 23:15,14872.00,7121.50,5717.60,5717.60,10000.00,22.4,24.80436,84.19429,0.0,8.647496,0.0,357.6141
02-04-2026,24,23:15 - 23:30,14631.00,7246.70,5860.40,5860.40,10000.00,22.4,24.80436,84.19429,0.0,8.647496,0.0,357.6141
02-04-2026,24,23:30 - 23:45,14415.10,7466.20,6465.69,6465.69,10000.00,22.4,24.80436,84.19429,0.0,8.647496,0.0,357.6141
02-04-2026,24,23:45 - 24:00,14517.50,7652.50,6649.50,6649.50,9999.99,22.4,24.80436,84.19429,0.0,8.647496,0.0,357.6141
